# Date: 19/07/01 ,Author: E.Hubble
# First row is observation number
# Each observation has a frequency (Hz) column and spectra (A.U.) column
28999,28999,15475,15475,11119,11119,48799,48799,30102,30102,37770,37770,34850,34850,44739,44739,33467,33467,18539,18539,22582,22582,27523,27523,39135,39135,10922,10922,24486,24486,39821,39821,11623,11623,16940,16940,15621,15621,42652,42652,37606,37606,11283,11283,43595,43595,38265,38265,33527,33527,13771,13771,23475,23475,12314,12314,48608,48608,34189,34189
4.019508485421028125e+14,1.407454233340385485e+02,4.040210989105634375e+14,1.498894598295875085e+02,3.991408504913581875e+14,1.422207609447230254e+02,4.028258894741069375e+14,1.314094451061763493e+02,3.998791384640796875e+14,1.430355412130159607e+02,3.983661900927518750e+14,1.534997148747840470e+02,4.093001730654277500e+14,1.263463380729696155e+02,4.137799388451913750e+14,1.079565012374966670e+02,4.023081438177090625e+14,1.093298479204112397e+02,4.089778803897071250e+14,1.574937530568232944e+02,3.978057452216948125e+14,1.048710637727738089e+02,4.042240144157791875e+14,1.069969089727372875e+02,4.086649728213108750e+14,1.306207555653238330e+02,4.035732202667056250e+14,1.261203972716538289e+02,4.035294701964068125e+14,1.304165945826018458e+02,4.024328992969053750e+14,1.399039815400924454e+02,3.982761103057140000e+14,1.453144106702608838e+02,4.108476859617788750e+14,1.256769406048600786e+02,3.996431195180826875e+14,1.205041153610941791e+02,4.090976586264174375e+14,1.160986833849003403e+02,3.993326692549682500e+14,1.252917423547192755e+02,4.102328189740832500e+14,1.205954240532820165e+02,4.143456149162468750e+14,1.159632810437388457e+02,4.005827933790548750e+14,1.389828338552408411e+02,4.035099237885283125e+14,1.065866422231741097e+02,3.993401625638822500e+14,1.329866832279937796e+02,4.062797210013354375e+14,1.562974899789215044e+02,3.985445174198424375e+14,1.339335547717581107e+02,4.115769133954838750e+14,1.209227416160260731e+02,4.089264476876995625e+14,1.060476262144708244e+02
4.020008985921528750e+14,1.282049651920279985e+02,4.040711489606135000e+14,1.364274268977438282e+02,3.991909005414082500e+14,1.268211744465613293e+02,4.028759395241570000e+14,1.298439896045320268e+02,3.999291885141297500e+14,1.519495041346481514e+02,3.984162401428019375e+14,1.447202691322558223e+02,4.093502231154778125e+14,1.307034133584926110e+02,4.138299888952414375e+14,1.004857351707410658e+02,4.023581938677591250e+14,1.096712009569922230e+02,4.090279304397571875e+14,1.503701925145274458e+02,3.978557952717448750e+14,1.031647987391569359e+02,4.042740644658292500e+14,1.190161545524317859e+02,4.087150228713609375e+14,1.276256893365028589e+02,4.036232703167556875e+14,1.187140427698658840e+02,4.035795202464568750e+14,1.345020866505529398e+02,4.024829493469554375e+14,1.116299086605122426e+02,3.983261603557640625e+14,1.429154505298883748e+02,4.108977360118289375e+14,1.357752803124683112e+02,3.996931695681327500e+14,1.155794832067550146e+02,4.091477086764675000e+14,1.218717747979205086e+02,3.993827193050183125e+14,1.285415924129006839e+02,4.102828690241333125e+14,1.086015314441041113e+02,4.143956649662969375e+14,1.146429634548886440e+02,4.006328434291049375e+14,1.315815315995114645e+02,4.035599738385783750e+14,1.052743716019000999e+02,3.993902126139323125e+14,1.422782693044450752e+02,4.063297710513855000e+14,1.564934859936035991e+02,3.985945674698924375e+14,1.346959328069792718e+02,4.116269634455339375e+14,1.198395997783919853e+02,4.089764977377496250e+14,1.066958052045533520e+02
4.020509486422029375e+14,1.263217164770988603e+02,4.041211990106635625e+14,1.437505622601587163e+02,3.992409505914583125e+14,1.201582171488909694e+02,4.029259895742070625e+14,1.286196675945822108e+02,3.999792385641798125e+14,1.372466720359559531e+02,3.984662901928520000e+14,1.475834964681685904e+02,4.094002731655278750e+14,1.220488674340018633e+02,4.138800389452915000e+14,9.572075973868551557e+01,4.024082439178091875e+14,1.117125789929867778e+02,4.090779804898072500e+14,1.523890970171496235e+02,3.979058453217949375e+14,1.010009625696447415e+02,4.043241145158793125e+14,1.096122641595260632e+02,4.087650729214110000e+14,1.321125247523786470e+02,4.036733203668057500e+14,1.164697917992163383e+02,4.036295702965069375e+14,1.339913163375282181e+02,4.025329993970055000e+14,1.153331410352963076e+02,3.983762104058141250e+14,1.446129434232748281e+02,4.109477860618790000e+14,1.371931859620603120e+02,3.997432196181828125e+14,1.140145146477421321e+02,4.091977587265175625e+14,1.187444009681825179e+02,3.994327693550683750e+14,1.255177669029637570e+02,4.103329190741833750e+14,1.029923872239082812e+02,4.144457150163470000e+14,1.183545304790251436e+02,4.006828934791550000e+14,1.347780616237463391e+02,4.036100238886284375e+14,1.095877596562726950e+02,3.994402626639823750e+14,1.459005552326412953e+02,4.063798211014355625e+14,1.511700676510309904e+02,3.986446175199425000e+14,1.373958133687958707e+02,4.116770134955840000e+14,1.137706503927580286e+02,4.090265477877996875e+14,1.069544817436592012e+02
4.021009986922529375e+14,1.260222714711493097e+02,4.041712490607135625e+14,1.308995425525532141e+02,3.992910006415083125e+14,1.185402683315960530e+02,4.029760396242570625e+14,1.299419058726015237e+02,4.000292886142298125e+14,1.375977679348547724e+02,3.985163402429020000e+14,1.431189614823022680e+02,4.094503232155778750e+14,1.289747403555205381e+02,4.139300889953415000e+14,1.118228598873656949e+02,4.024582939678591875e+14,1.047055381981466127e+02,4.091280305398572500e+14,1.395040547786201159e+02,3.979558953718449375e+14,1.042270129019076847e+02,4.043741645659293125e+14,1.168330525112788791e+02,4.088151229714610000e+14,1.275393274698442383e+02,4.037233704168557500e+14,1.256775423220701811e+02,4.036796203465569375e+14,1.343853656277826758e+02,4.025830494470555000e+14,1.260268092995133031e+02,3.984262604558641250e+14,1.537496234159405901e+02,4.109978361119290000e+14,1.223416870612322640e+02,3.997932696682328125e+14,1.070514786249375305e+02,4.092478087765675625e+14,1.097372911846749020e+02,3.994828194051183750e+14,1.218439524111921628e+02,4.103829691242333750e+14,1.192566227661547629e+02,4.144957650663970000e+14,1.249535991786522402e+02,4.007329435292050000e+14,1.425944929270741852e+02,4.036600739386784375e+14,1.073730441717023609e+02,3.994903127140323750e+14,1.450931582927885586e+02,4.064298711514855625e+14,1.517134118890250818e+02,3.986946675699925625e+14,1.311241346504227749e+02,4.117270635456340000e+14,1.059490099365654316e+02,4.090765978378496875e+14,1.065977011868555593e+02
4.021510487423030000e+14,1.288222966100537406e+02,4.042212991107636250e+14,1.371614273960889250e+02,3.993410506915583750e+14,1.234887083937014722e+02,4.030260896743071250e+14,1.171379336045059603e+02,4.000793386642798750e+14,1.485960319495958686e+02,3.985663902929520625e+14,1.509289037515895586e+02,4.095003732656279375e+14,1.333575400411148166e+02,4.139801390453915625e+14,1.008659548359290028e+02,4.025083440179092500e+14,1.132324985693373378e+02,4.091780805899073125e+14,1.428238210349882422e+02,3.980059454218950000e+14,1.119344904146489910e+02,4.044242146159793750e+14,1.089986348244349870e+02,4.088651730215110625e+14,1.298772570341015751e+02,4.037734204669058125e+14,1.243335694168798682e+02,4.037296703966070000e+14,1.389814412613159504e+02,4.026330994971055625e+14,1.170014982164607886e+02,3.984763105059141875e+14,1.469649636422310834e+02,4.110478861619790625e+14,1.312611458544383254e+02,3.998433197182828750e+14,1.161228431322715835e+02,4.092978588266176250e+14,1.164871393923182694e+02,3.995328694551684375e+14,1.186696815053095975e+02,4.104330191742834375e+14,1.179150597808963852e+02,4.145458151164470625e+14,1.165483979936329462e+02,4.007829935792550625e+14,1.394470352192316795e+02,4.037101239887285000e+14,1.062650961073048848e+02,3.995403627640824375e+14,1.565496126001500841e+02,4.064799212015356250e+14,1.496780686279082317e+02,3.987447176200425625e+14,1.242051394966523219e+02,4.117771135956840625e+14,1.249813769729314004e+02,4.091266478878997500e+14,1.109186311318528340e+02
4.022010987923530625e+14,1.328899904459212280e+02,4.042713491608136875e+14,1.384586900296763474e+02,3.993911007416084375e+14,1.296197152566798536e+02,4.030761397243571875e+14,1.231923775374947638e+02,4.001293887143299375e+14,1.459552343298886683e+02,3.986164403430021250e+14,1.440056827117669798e+02,4.095504233156780000e+14,1.337949102228157301e+02,4.140301890954416250e+14,1.076182797357647161e+02,4.025583940679593125e+14,1.108985548842837972e+02,4.092281306399573750e+14,1.539237951424342441e+02,3.980559954719450625e+14,1.044410932051082312e+02,4.044742646660294375e+14,1.063087627879279324e+02,4.089152230715611250e+14,1.224119932275333440e+02,4.038234705169558750e+14,1.214699465936153189e+02,4.037797204466570625e+14,1.425890847677949296e+02,4.026831495471556250e+14,1.123402555819397861e+02,3.985263605559642500e+14,1.448182953008167146e+02,4.110979362120291250e+14,1.312346377203880650e+02,3.998933697683329375e+14,1.127863373762456547e+02,4.093479088766676875e+14,1.230656215321010478e+02,3.995829195052185000e+14,1.357179281503676975e+02,4.104830692243335000e+14,1.153837634990371726e+02,4.145958651664971250e+14,1.113618491396023558e+02,4.008330436293051250e+14,1.363438679572989258e+02,4.037601740387785625e+14,1.098920795571632141e+02,3.995904128141325000e+14,1.513990444179925134e+02,4.065299712515856875e+14,1.540560135144005756e+02,3.987947676700926250e+14,1.315279301202411091e+02,4.118271636457341250e+14,1.151696073748957332e+02,4.091766979379498125e+14,9.756808092436405389e+01
4.022511488424031250e+14,1.390600866749828128e+02,4.043213992108637500e+14,1.388738248140389260e+02,3.994411507916585000e+14,1.320564078921024418e+02,4.031261897744072500e+14,1.253591204824907521e+02,4.001794387643800000e+14,1.418869790125404506e+02,3.986664903930521875e+14,1.425208689096746468e+02,4.096004733657280625e+14,1.337796345113070799e+02,4.140802391454916875e+14,1.097094531970021762e+02,4.026084441180093750e+14,9.893659604633504046e+01,4.092781806900074375e+14,1.562667338792480791e+02,3.981060455219951250e+14,1.054904200465742576e+02,4.045243147160795000e+14,1.170762100182816710e+02,4.089652731216111875e+14,1.254397981805737174e+02,4.038735205670059375e+14,1.286136514434235778e+02,4.038297704967071250e+14,1.344350260843918363e+02,4.027331995972056875e+14,1.358361268980365253e+02,3.985764106060143125e+14,1.573228290234474116e+02,4.111479862620791875e+14,1.312930139220946160e+02,3.999434198183830000e+14,1.132325336725112663e+02,4.093979589267177500e+14,1.206931540562180203e+02,3.996329695552685625e+14,1.240787490950979475e+02,4.105331192743835625e+14,1.132528973667253780e+02,4.146459152165471875e+14,1.191245630945924177e+02,4.008830936793551875e+14,1.440037408584222476e+02,4.038102240888286250e+14,1.035822024872913119e+02,3.996404628641825625e+14,1.355347568960534943e+02,4.065800213016357500e+14,1.518359031048193231e+02,3.988448177201426875e+14,1.208195137636304963e+02,4.118772136957841875e+14,1.201255388603010203e+02,4.092267479879998750e+14,1.126636934076166483e+02
4.023011988924531875e+14,1.301230960946821824e+02,4.043714492609138125e+14,1.368209983433461048e+02,3.994912008417085625e+14,1.275431077402875104e+02,4.031762398244573125e+14,1.280879471277546600e+02,4.002294888144300625e+14,1.402369609709692782e+02,3.987165404431022500e+14,1.511901466028209029e+02,4.096505234157781250e+14,1.252754850590717552e+02,4.141302891955417500e+14,1.056480400310889252e+02,4.026584941680593750e+14,1.115035520448417117e+02,4.093282307400575000e+14,1.639667474633334905e+02,3.981560955720451875e+14,1.003839995791455522e+02,4.045743647661295625e+14,1.209280996005466733e+02,4.090153231716612500e+14,1.312869139291241254e+02,4.039235706170560000e+14,1.285443769567745562e+02,4.038798205467571875e+14,1.315160508157612185e+02,4.027832496472557500e+14,1.191020811805221626e+02,3.986264606560643750e+14,1.582019492952314863e+02,4.111980363121292500e+14,1.409351480630692492e+02,3.999934698684330625e+14,1.034149766564257220e+02,4.094480089767678125e+14,1.229008560366799259e+02,3.996830196053186250e+14,1.342262890209797774e+02,4.105831693244336250e+14,1.111374308692676607e+02,4.146959652665972500e+14,1.141256094550281688e+02,4.009331437294052500e+14,1.422189743374869977e+02,4.038602741388786875e+14,1.078285795535051790e+02,3.996905129142326250e+14,1.397759554967982183e+02,4.066300713516858125e+14,1.582958890771569997e+02,3.988948677701927500e+14,1.270332980163313010e+02,4.119272637458342500e+14,1.078330849222722208e+02,4.092767980380499375e+14,1.129820303322632071e+02
4.023512489425031875e+14,1.259341823292037930e+02,4.044214993109638750e+14,1.475467654166340026e+02,3.995412508917586250e+14,1.271850408525701965e+02,4.032262898745073750e+14,1.237691546822965734e+02,4.002795388644801250e+14,1.467711520608418425e+02,3.987665904931523125e+14,1.509910043242341260e+02,4.097005734658281875e+14,1.152499796966715166e+02,4.141803392455918125e+14,1.166642815107901754e+02,4.027085442181094375e+14,1.043728658750657416e+02,4.093782807901075625e+14,1.516730794368835404e+02,3.982061456220952500e+14,1.045682017995661965e+02,4.046244148161796250e+14,1.092786412343520084e+02,4.090653732217113125e+14,1.368800198808519895e+02,4.039736206671060625e+14,1.184915186356428904e+02,4.039298705968072500e+14,1.343486852794496826e+02,4.028332996973058125e+14,1.161560120145945376e+02,3.986765107061144375e+14,1.515166139767811160e+02,4.112480863621793125e+14,1.435001668372845529e+02,4.000435199184831250e+14,1.093641560492491465e+02,4.094980590268178750e+14,1.125342461539818828e+02,3.997330696553686875e+14,1.311070339711669419e+02,4.106332193744836875e+14,1.057437523717312189e+02,4.147460153166473125e+14,1.157590263973148126e+02,4.009831937794553125e+14,1.506536599352220378e+02,4.039103241889287500e+14,1.085652616329232387e+02,3.997405629642826875e+14,1.557318831657921976e+02,4.066801214017358750e+14,1.448612753526037693e+02,3.989449178202428125e+14,1.262454482991933560e+02,4.119773137958843125e+14,1.102508282648106501e+02,4.093268480881000000e+14,1.089270851063784704e+02
